Date_and_Time;In_Motorcycle;In_Car;In_BusTruck;In_Total;In_PCE;In_Velocity;In_VCRatio;Out_Motorcycle;Out_Car;Out_BusTruck;Out_Total;Out_PCE;Out_Velocity;Out_VCRatio;Total_Motorcycle;Total_Car;Total_BusTruck;Total_Total;Total_PCE;Total_Velocity;Total_VCRatio
2023-10-17 01:00;589;207;20;816;380;34,7;0,05 ;244;222;5;471;290;44,6;0,04 ;833;429;25;1.287;670;39,6;0,05 
2023-10-17 02:00;410;152;35;597;300;36,2;0,04 ;152;123;5;280;168;46,4;0,02 ;562;275;40;877;468;41,0;0,03 
2023-10-17 03:00;263;167;20;450;259;37,0;0,04 ;82;217;5;304;244;45,5;0,03 ;345;384;25;754;503;41,0;0,04 
2023-10-17 04:00;320;188;26;534;302;39,8;0,04 ;97;196;4;297;225;47,9;0,03 ;417;384;30;831;527;43,6;0,04 
2023-10-17 05:00;1.183;502;97;1.782;924;40,6;0,13 ;297;290;30;617;403;48,7;0,06 ;1.480;792;127;2.399;1.327;44,5;0,09 
2023-10-17 06:00;2.393;928;199;3.520;1.785;35,1;0,25 ;1.129;571;93;1.793;974;42,6;0,14 ;3.522;1.499;292;5.313;2.759;38,9;0,19 
2023-10-17 07:00;3.309;1.030;178;4.517;2.089;33,2;0,29 ;2.764;913;113;3.790;1.751;36,2;0,25 ;6.073;1.943;291;8.307;3.840;34,7;0,27 
2023-10-17 08:00;3.580;1.023;136;4.739;2.095;32,4;0,29 ;2.906;1.051;138;4.095;1.957;25,1;0,28 ;6.486;2.074;274;8.834;4.052;28,8;0,29 
2023-10-17 09:00;2.761;1.108;132;4.001;1.970;31,9;0,28 ;2.282;945;105;3.332;1.652;29,2;0,23 ;5.043;2.053;237;7.333;3.622;30,5;0,25 
2023-10-17 10:00;2.156;1.090;85;3.331;1.740;31,1;0,24 ;1.929;1.066;141;3.136;1.732;23,9;0,24 ;4.085;2.156;226;6.467;3.471;27,5;0,24 
2023-10-17 11:00;1.921;1.158;91;3.170;1.757;31,6;0,25 ;1.549;1.072;95;2.716;1.583;17,9;0,22 ;3.470;2.230;186;5.886;3.339;24,7;0,24 
2023-10-17 12:00;1.809;1.043;95;2.947;1.619;31,0;0,23 ;1.714;1.138;88;2.940;1.681;27,6;0,24 ;3.523;2.181;183;5.887;3.300;29,3;0,23 
2023-10-17 13:00;1.765;1.297;86;3.148;1.850;30,8;0,26 ;1.779;1.163;82;3.024;1.714;23,3;0,24 ;3.544;2.460;168;6.172;3.564;27,1;0,25 
2023-10-17 14:00;1.883;1.196;92;3.171;1.786;29,2;0,25 ;1.588;1.135;120;2.843;1.688;17,9;0,24 ;3.471;2.331;212;6.014;3.474;23,6;0,24 
2023-10-17 15:00;1.989;1.134;87;3.210;1.744;30,2;0,25 ;1.952;1.105;89;3.146;1.709;27,0;0,24 ;3.941;2.239;176;6.356;3.453;28,6;0,24 
2023-10-17 16:00;2.264;976;95;3.335;1.666;31,2;0,23 ;2.413;935;145;3.493;1.727;18,7;0,24 ;4.677;1.911;240;6.828;3.392;25,0;0,24 
2023-10-17 17:00;3.241;1.068;95;4.404;2.002;31,2;0,28 ;2.484;821;152;3.457;1.640;14,4;0,23 ;5.725;1.889;247;7.861;3.641;22,8;0,26 
2023-10-17 18:00;3.309;1.224;86;4.619;2.163;30,2;0,30 ;1.689;814;248;2.751;1.559;8,8;0,22 ;4.998;2.038;334;7.370;3.722;19,5;0,26 
2023-10-17 19:00;2.799;1.174;84;4.057;1.983;29,5;0,28 ;2.247;819;112;3.178;1.526;28,2;0,21 ;5.046;1.993;196;7.235;3.509;28,9;0,25 
2023-10-17 20:00;2.276;966;76;3.318;1.634;29,8;0,23 ;1.912;792;60;2.764;1.348;33,9;0,19 ;4.188;1.758;136;6.082;2.982;31,9;0,21 
2023-10-17 21:00;2.172;1.053;62;3.287;1.677;29,9;0,24 ;1.731;875;43;2.649;1.364;33,5;0,19 ;3.903;1.928;105;5.936;3.040;31,7;0,21 
2023-10-17 22:00;2.079;882;49;3.010;1.465;30,1;0,21 ;1.270;708;22;2.000;1.054;37,1;0,15 ;3.349;1.590;71;5.010;2.520;33,6;0,18 
2023-10-17 23:00;1.476;468;26;1.970;871;32,1;0,12 ;942;476;5;1.423;718;41,5;0,10 ;2.418;944;31;3.393;1.589;36,8;0,11 
2023-10-18 00:00;1.051;375;23;1.449;668;33,6;0,09 ;549;379;7;935;525;44,4;0,07 ;1.600;754;30;2.384;1.193;39,0;0,08 
2023-10-18 01:00;665;277;19;961;468;34,5;0,07 ;327;290;16;633;393;44,7;0,06 ;992;567;35;1.594;861;39,6;0,06 
2023-10-18 02:00;415;165;25;605;301;36,8;0,04 ;154;226;6;386;272;44,4;0,04 ;569;391;31;991;574;40,5;0,04 
2023-10-18 03:00;315;141;24;480;251;38,1;0,04 ;124;158;4;286;194;48,1;0,03 ;439;299;28;766;445;42,8;0,03 
2023-10-18 04:00;311;114;33;458;235;40,3;0,03 ;132;175;8;315;218;47,7;0,03 ;443;289;41;773;453;43,8;0,03 
2023-10-18 05:00;981;372;67;1.420;704;40,1;0,10 ;355;333;56;744;495;48,2;0,07 ;1.336;705;123;2.164;1.199;44,1;0,08 
2023-10-18 06:00;2.280;787;201;3.268;1.618;35,8;0,23 ;1.153;608;82;1.843;1.003;43,3;0,14 ;3.433;1.395;283;5.111;2.621;39,6;0,18 
2023-10-18 07:00;3.285;961;182;4.428;2.019;33,1;0,28 ;2.843;954;101;3.898;1.796;34,4;0,25 ;6.128;1.915;283;8.326;3.815;33,8;0,27 
2023-10-18 08:00;3.386;1.015;133;4.534;2.034;32,3;0,29 ;2.954;1.061;142;4.157;1.984;22,2;0,28 ;6.340;2.076;275;8.691;4.019;27,2;0,28 
2023-10-18 09:00;2.865;1.063;126;4.054;1.943;31,4;0,27 ;2.208;991;95;3.294;1.667;33,4;0,23 ;5.073;2.054;221;7.348;3.610;32,4;0,25 
2023-10-18 10:00;2.173;1.138;99;3.410;1.810;30,8;0,25 ;1.901;953;57;2.911;1.502;34,7;0,21 ;4.074;2.091;156;6.321;3.312;32,7;0,23 
2023-10-18 11:00;1.943;1.004;70;3.017;1.581;30,9;0,22 ;1.754;1.116;82;2.952;1.661;31,2;0,23 ;3.697;2.120;152;5.969;3.242;31,0;0,23 
2023-10-18 12:00;1.835;1.190;77;3.102;1.749;30,3;0,25 ;1.715;1.162;74;2.951;1.687;28,3;0,24 ;3.550;2.352;151;6.053;3.436;29,3;0,24 
2023-10-18 13:00;1.766;1.213;77;3.056;1.755;30,6;0,25 ;1.768;1.114;75;2.957;1.654;28,1;0,23 ;3.534;2.327;152;6.013;3.408;29,3;0,24 
2023-10-18 14:00;1.737;1.151;94;2.982;1.707;30,8;0,24 ;1.791;1.084;71;2.946;1.624;25,6;0,23 ;3.528;2.235;165;5.928;3.332;28,3;0,23 
2023-10-18 15:00;1.737;968;66;2.771;1.488;31,4;0,21 ;1.745;1.099;84;2.928;1.644;28,8;0,23 ;3.482;2.067;150;5.699;3.133;30,1;0,22 
2023-10-18 16:00;2.122;889;83;3.094;1.527;31,3;0,21 ;2.661;958;99;3.718;1.752;25,4;0,25 ;4.783;1.847;182;6.812;3.279;28,3;0,23 
2023-10-18 17:00;3.219;1.093;90;4.402;2.015;31,0;0,28 ;2.392;830;142;3.364;1.613;14,1;0,23 ;5.611;1.923;232;7.766;3.627;22,6;0,26 
2023-10-18 18:00;3.372;1.248;107;4.727;2.230;30,4;0,31 ;1.772;749;199;2.720;1.451;9,8;0,20 ;5.144;1.997;306;7.447;3.681;20,1;0,26 
2023-10-18 19:00;2.836;1.192;77;4.105;2.001;29,6;0,28 ;2.584;828;71;3.483;1.566;31,8;0,22 ;5.420;2.020;148;7.588;3.567;30,7;0,25 
2023-10-18 20:00;2.382;1.031;78;3.491;1.728;29,9;0,24 ;1.914;813;66;2.793;1.377;34,2;0,19 ;4.296;1.844;144;6.284;3.105;32,1;0,22 
2023-10-18 21:00;2.278;1.142;63;3.483;1.793;28,8;0,25 ;1.710;995;43;2.748;1.478;32,2;0,21 ;3.988;2.137;106;6.231;3.272;30,5;0,23 
2023-10-18 22:00;2.197;841;46;3.084;1.450;29,7;0,20 ;1.481;853;29;2.363;1.261;34,7;0,18 ;3.678;1.694;75;5.447;2.711;32,2;0,19 
2023-10-18 23:00;1.524;490;27;2.041;906;32,7;0,13 ;895;570;20;1.485;820;38,4;0,12 ;2.419;1.060;47;3.526;1.726;35,6;0,12 
2023-10-19 00:00;1.107;390;18;1.515;690;34,8;0,10 ;623;418;13;1.054;591;40,6;0,08 ;1.730;808;31;2.569;1.281;37,7;0,09 
2023-10-19 01:00;680;263;21;964;460;35,7;0,06 ;451;341;10;802;467;40,7;0,07 ;1.131;604;31;1.766;927;38,2;0,07 
2023-10-19 02:00;460;176;19;655;316;37,2;0,04 ;273;227;6;506;303;41,0;0,04 ;733;403;25;1.161;619;39,1;0,04 
2023-10-19 03:00;345;178;21;544;292;38,1;0,04 ;162;217;5;384;264;46,1;0,04 ;507;395;26;928;556;42,1;0,04 
2023-10-19 04:00;329;167;45;541;308;39,5;0,04 ;112;202;16;330;251;46,8;0,04 ;441;369;61;871;559;43,0;0,04 
2023-10-19 05:00;978;362;72;1.412;700;39,3;0,10 ;393;306;51;750;471;47,7;0,07 ;1.371;668;123;2.162;1.171;43,5;0,08 
2023-10-19 06:00;2.148;912;206;3.266;1.717;35,4;0,24 ;1.200;632;84;1.916;1.041;41,7;0,15 ;3.348;1.544;290;5.182;2.758;38,6;0,19 
2023-10-19 07:00;3.283;967;152;4.402;1.985;33,3;0,28 ;2.735;923;105;3.763;1.743;28,4;0,25 ;6.018;1.890;257;8.165;3.729;30,8;0,26 
2023-10-19 08:00;3.628;1.123;162;4.913;2.241;33,6;0,32 ;1.312;780;193;2.285;1.359;9,0;0,19 ;4.940;1.903;355;7.198;3.600;21,3;0,25 
2023-10-19 09:00;3.180;1.139;138;4.457;2.113;31,5;0,30 ;1.234;758;178;2.170;1.298;6,7;0,18 ;4.414;1.897;316;6.627;3.411;19,4;0,24 
2023-10-19 10:00;2.466;1.215;114;3.795;1.980;30,4;0,28 ;1.305;964;141;2.410;1.474;8,3;0,21 ;3.771;2.179;255;6.205;3.453;19,2;0,24 
2023-10-19 11:00;2.263;1.178;85;3.526;1.854;30,7;0,26 ;1.286;875;255;2.416;1.528;9,5;0,22 ;3.549;2.053;340;5.942;3.382;20,7;0,24 
2023-10-19 12:00;1.963;1.149;77;3.189;1.740;30,3;0,24 ;1.460;1.006;118;2.584;1.524;12,4;0,21 ;3.423;2.155;195;5.773;3.264;21,4;0,23 
2023-10-19 13:00;2.008;1.302;103;3.413;1.938;30,3;0,27 ;1.534;1.126;110;2.770;1.653;16,8;0,23 ;3.542;2.428;213;6.183;3.590;23,6;0,25 
2023-10-19 14:00;2.054;1.293;107;3.454;1.946;30,2;0,27 ;1.488;1.110;133;2.731;1.655;13,3;0,23 ;3.542;2.403;240;6.185;3.601;21,7;0,25 
2023-10-19 15:00;1.830;1.163;105;3.098;1.757;30,5;0,25 ;1.690;1.144;128;2.962;1.733;20,7;0,24 ;3.520;2.307;233;6.060;3.490;25,6;0,25 
2023-10-19 16:00;2.278;983;88;3.349;1.667;31,3;0,23 ;2.801;1.123;115;4.039;1.973;30,4;0,28 ;5.079;2.106;203;7.388;3.640;30,8;0,26 
2023-10-19 17:00;3.198;1.104;99;4.401;2.032;31,3;0,29 ;3.304;1.071;108;4.483;2.037;24,5;0,29 ;6.502;2.175;207;8.884;4.070;27,9;0,29 
2023-10-19 18:00;3.257;1.215;84;4.556;2.138;30,1;0,30 ;3.017;944;72;4.033;1.792;30,3;0,25 ;6.274;2.159;156;8.589;3.930;30,2;0,28 
2023-10-19 19:00;2.939;1.190;97;4.226;2.051;29,7;0,29 ;2.459;851;85;3.395;1.576;33,1;0,22 ;5.398;2.041;182;7.621;3.627;31,4;0,26 
2023-10-19 20:00;2.318;962;82;3.362;1.648;29,8;0,23 ;2.039;791;67;2.897;1.388;34,0;0,20 ;4.357;1.753;149;6.259;3.036;31,9;0,21 
2023-10-19 21:00;2.249;1.118;84;3.451;1.789;28,5;0,25 ;1.681;915;44;2.640;1.392;32,1;0,20 ;3.930;2.033;128;6.091;3.182;30,3;0,22 
2023-10-19 22:00;2.316;905;53;3.274;1.553;29,8;0,22 ;1.398;700;24;2.122;1.081;36,7;0,15 ;3.714;1.605;77;5.396;2.634;33,2;0,19 
2023-10-19 23:00;1.588;558;36;2.182;1.002;32,0;0,14 ;930;543;17;1.490;798;40,5;0,11 ;2.518;1.101;53;3.672;1.799;36,3;0,13 
2023-10-20 00:00;1.256;398;18;1.672;735;33,9;0,10 ;598;386;9;993;547;43,4;0,08 ;1.854;784;27;2.665;1.283;38,6;0,09 
2023-10-20 01:00;807;293;36;1.136;542;34,7;0,08 ;445;284;10;739;408;45,9;0,06 ;1.252;577;46;1.875;950;40,3;0,07 
2023-10-20 02:00;537;184;25;746;351;36,4;0,05 ;180;224;6;410;277;45,1;0,04 ;717;408;31;1.156;628;40,7;0,04 
2023-10-20 03:00;367;171;14;552;281;38,3;0,04 ;124;165;4;293;201;45,6;0,03 ;491;336;18;845;482;41,8;0,03 
2023-10-20 04:00;346;170;36;552;303;38,1;0,04 ;140;242;7;389;286;48,4;0,04 ;486;412;43;941;589;43,2;0,04 
2023-10-20 05:00;1.043;465;76;1.584;825;40,6;0,12 ;343;317;47;707;464;48,6;0,07 ;1.386;782;123;2.291;1.288;44,5;0,09 
2023-10-20 06:00;2.318;888;197;3.403;1.724;35,1;0,24 ;1.111;583;87;1.781;974;43,3;0,14 ;3.429;1.471;284;5.184;2.697;39,2;0,19 
2023-10-20 07:00;3.311;988;181;4.480;2.051;34,0;0,29 ;2.633;906;115;3.654;1.714;35,0;0,24 ;5.944;1.894;296;8.134;3.765;34,5;0,26 
2023-10-20 08:00;3.356;1.066;175;4.597;2.133;32,2;0,30 ;3.045;972;102;4.119;1.866;32,8;0,26 ;6.401;2.038;277;8.716;3.998;32,5;0,28 
2023-10-20 09:00;2.703;1.041;118;3.862;1.870;30,6;0,26 ;2.209;924;89;3.222;1.592;34,2;0,22 ;4.912;1.965;207;7.084;3.462;32,4;0,24 
2023-10-20 10:00;2.157;1.127;88;3.372;1.781;32,0;0,25 ;1.902;1.081;70;3.053;1.648;32,5;0,23 ;4.059;2.208;158;6.425;3.428;32,3;0,24 
2023-10-20 11:00;2.000;1.029;61;3.090;1.608;31,1;0,23 ;1.749;1.094;58;2.901;1.607;25,7;0,23 ;3.749;2.123;119;5.991;3.215;28,4;0,23 
2023-10-20 12:00;1.601;1.071;62;2.734;1.552;30,1;0,22 ;1.441;1.239;63;2.743;1.681;27,7;0,24 ;3.042;2.310;125;5.477;3.233;28,9;0,23 
2023-10-20 13:00;2.064;1.140;64;3.268;1.739;30,5;0,24 ;1.361;873;46;2.280;1.273;33,5;0,18 ;3.425;2.013;110;5.548;3.012;32,0;0,21 
2023-10-20 14:00;1.982;1.123;86;3.191;1.730;31,4;0,24 ;1.267;819;31;2.117;1.176;38,4;0,17 ;3.249;1.942;117;5.308;2.906;34,9;0,20 
2023-10-20 15:00;1.952;827;81;2.860;1.420;32,0;0,20 ;1.523;729;38;2.290;1.159;38,5;0,16 ;3.475;1.556;119;5.150;2.579;35,2;0,18 
2023-10-20 16:00;2.300;964;86;3.350;1.651;32,5;0,23 ;2.094;720;54;2.868;1.314;36,9;0,18 ;4.394;1.684;140;6.218;2.965;34,7;0,21 
2023-10-20 17:00;3.148;1.045;72;4.265;1.926;32,1;0,27 ;2.776;828;45;3.649;1.581;33,5;0,22 ;5.924;1.873;117;7.914;3.506;32,8;0,25 
2023-10-20 18:00;3.368;1.108;67;4.543;2.037;31,4;0,29 ;2.471;818;36;3.325;1.483;33,6;0,21 ;5.839;1.926;103;7.868;3.520;32,5;0,25 
2023-10-20 19:00;2.834;1.018;51;3.903;1.793;30,1;0,25 ;2.154;732;36;2.922;1.317;34,8;0,19 ;4.988;1.750;87;6.825;3.110;32,4;0,22 
2023-10-20 20:00;2.489;993;64;3.546;1.698;30,2;0,24 ;2.076;738;62;2.876;1.338;35,6;0,19 ;4.565;1.731;126;6.422;3.036;32,9;0,21 
2023-10-20 21:00;2.647;1.244;72;3.963;1.999;28,2;0,28 ;1.922;874;45;2.841;1.413;33,5;0,20 ;4.569;2.118;117;6.804;3.412;30,9;0,24 
2023-10-20 22:00;2.745;1.066;57;3.868;1.826;29,4;0,26 ;1.782;979;36;2.797;1.471;33,5;0,21 ;4.527;2.045;93;6.665;3.298;31,5;0,23 
2023-10-20 23:00;2.155;721;41;2.917;1.313;31,3;0,18 ;1.338;659;16;2.013;1.014;39,2;0,14 ;3.493;1.380;57;4.930;2.327;35,3;0,16 
2023-10-21 00:00;1.831;566;27;2.424;1.059;33,3;0,15 ;1.117;543;9;1.669;834;43,1;0,12 ;2.948;1.109;36;4.093;1.893;38,2;0,13 
2023-10-21 01:00;1.400;439;22;1.861;818;34,6;0,12 ;802;433;11;1.246;648;42,6;0,09 ;2.202;872;33;3.107;1.465;38,6;0,10 
2023-10-21 02:00;905;334;22;1.261;589;35,9;0,08 ;409;317;6;732;427;46,5;0,06 ;1.314;651;28;1.993;1.016;41,2;0,07 
2023-10-21 03:00;625;248;22;895;433;36,3;0,06 ;176;274;5;455;325;47,6;0,05 ;801;522;27;1.350;757;41,8;0,05 
2023-10-21 04:00;423;212;31;666;358;39,5;0,05 ;161;269;8;438;320;47,9;0,04 ;584;481;39;1.104;678;43,6;0,05 
2023-10-21 05:00;587;263;38;888;459;39,9;0,06 ;315;405;31;751;524;46,5;0,07 ;902;668;69;1.639;983;43,1;0,07 
2023-10-21 06:00;1.049;370;46;1.465;692;38,1;0,10 ;557;365;30;952;543;44,8;0,08 ;1.606;735;76;2.417;1.235;41,4;0,09 
2023-10-21 07:00;1.488;578;77;2.143;1.050;34,8;0,15 ;835;436;54;1.325;715;44,2;0,10 ;2.323;1.014;131;3.468;1.765;39,3;0,12 
2023-10-21 08:00;1.555;743;84;2.382;1.241;34,7;0,17 ;1.122;693;58;1.873;1.049;39,7;0,15 ;2.677;1.436;142;4.255;2.290;37,2;0,16 
2023-10-21 09:00;1.464;758;82;2.304;1.231;34,3;0,17 ;1.087;861;53;2.001;1.202;39,2;0,17 ;2.551;1.619;135;4.305;2.432;36,8;0,17 
2023-10-21 10:00;1.323;839;74;2.236;1.266;32,5;0,18 ;1.145;864;53;2.062;1.219;37,6;0,17 ;2.468;1.703;127;4.298;2.485;35,0;0,17 
2023-10-21 11:00;1.375;851;82;2.308;1.301;32,3;0,18 ;1.277;1.088;57;2.422;1.481;33,4;0,21 ;2.652;1.939;139;4.730;2.783;32,9;0,20 
2023-10-21 12:00;1.272;904;65;2.241;1.307;32,1;0,18 ;1.393;1.151;66;2.610;1.585;27,4;0,22 ;2.665;2.055;131;4.851;2.892;29,8;0,20 
2023-10-21 13:00;1.409;824;63;2.296;1.258;31,7;0,18 ;1.449;1.069;56;2.574;1.504;31,6;0,21 ;2.858;1.893;119;4.870;2.762;31,7;0,19 
2023-10-21 14:00;1.363;845;63;2.271;1.268;31,5;0,18 ;1.428;1.070;46;2.544;1.487;31,6;0,21 ;2.791;1.915;109;4.815;2.754;31,5;0,19 
2023-10-21 15:00;1.472;947;65;2.484;1.400;30,7;0,20 ;1.535;1.091;47;2.673;1.536;30,6;0,22 ;3.007;2.038;112;5.157;2.935;30,7;0,21 
2023-10-21 16:00;1.599;1.024;68;2.691;1.512;30,3;0,21 ;1.715;1.134;51;2.900;1.629;31,0;0,23 ;3.314;2.158;119;5.591;3.141;30,7;0,22 
2023-10-21 17:00;1.744;907;66;2.717;1.429;29,9;0,20 ;1.672;1.150;55;2.877;1.640;29,3;0,23 ;3.416;2.057;121;5.594;3.068;29,6;0,22 
2023-10-21 18:00;1.836;891;55;2.782;1.422;29,9;0,20 ;1.748;1.113;46;2.907;1.610;30,1;0,23 ;3.584;2.004;101;5.689;3.031;30,0;0,21 
2023-10-21 19:00;2.381;1.021;68;3.470;1.705;28,3;0,24 ;1.886;1.116;60;3.062;1.666;30,1;0,23 ;4.267;2.137;128;6.532;3.370;29,2;0,24 
2023-10-21 20:00;2.710;1.167;71;3.948;1.937;26,9;0,27 ;1.973;1.060;51;3.084;1.620;29,7;0,23 ;4.683;2.227;122;7.032;3.556;28,3;0,25 
2023-10-21 21:00;3.221;1.375;68;4.664;2.269;26,2;0,32 ;2.085;1.027;33;3.145;1.591;29,8;0,22 ;5.306;2.402;101;7.809;3.860;28,0;0,27 
2023-10-21 22:00;3.783;1.286;74;5.143;2.328;27,8;0,33 ;2.380;937;43;3.360;1.588;31,0;0,22 ;6.163;2.223;117;8.503;3.916;29,4;0,28 
2023-10-21 23:00;3.598;946;66;4.610;1.931;29,6;0,27 ;2.461;682;21;3.164;1.325;36,1;0,19 ;6.059;1.628;87;7.774;3.256;32,8;0,23 
2023-10-22 00:00;3.574;671;250;4.495;1.890;27,9;0,27 ;1.832;525;11;2.368;997;40,0;0,14 ;5.406;1.196;261;6.863;2.887;34,0;0,20 
2023-10-22 01:00;3.303;655;221;4.179;1.768;25,9;0,25 ;1.564;457;13;2.034;865;38,6;0,12 ;4.867;1.112;234;6.213;2.633;32,3;0,19 
2023-10-22 02:00;3.011;638;223;3.872;1.681;27,1;0,24 ;14;0;0;14;4;11,0;0,00 ;3.025;638;223;3.886;1.684;26,6;0,12 
2023-10-22 03:00;2.286;709;181;3.176;1.516;26,2;0,21 ;0;0;0;0;0;;0,00 ;2.286;709;181;3.176;1.516;26,2;0,11 
2023-10-22 04:00;1.819;760;162;2.741;1.425;25,2;0,20 ;0;0;0;0;0;;0,00 ;1.819;760;162;2.741;1.425;25,2;0,10 
2023-10-22 05:00;1.811;596;200;2.607;1.309;22,9;0,18 ;0;0;0;0;0;;0,00 ;1.811;596;200;2.607;1.309;22,9;0,09 
2023-10-22 06:00;;;;;;;;;;;;;;;;;;;;;
2023-10-22 07:00;;;;;;;;;;;;;;;;;;;;;
2023-10-22 08:00;;;;;;;;;;;;;;;;;;;;;
2023-10-22 09:00;;;;;;;;;;;;;;;;;;;;;
2023-10-22 10:00;2.802;1.653;1.147;5.602;3.845;19,9;0,54 ;1.121;862;63;2.046;1.224;29,1;0,17 ;3.923;2.515;1.210;7.648;5.069;24,5;0,36 
2023-10-22 11:00;1.392;884;303;2.579;1.626;28,2;0,23 ;1.148;986;58;2.192;1.348;22,2;0,19 ;2.540;1.870;361;4.771;2.974;25,1;0,21 
2023-10-22 12:00;;;;;;;;1.306;1.110;45;2.461;1.495;25,7;0,21 ;1.306;1.110;45;2.461;1.495;25,7;0,21 
2023-10-22 13:00;;;;;;;;1.132;936;42;2.110;1.274;30,8;0,18 ;1.132;936;42;2.110;1.274;30,8;0,18 
2023-10-22 14:00;1.069;1.008;49;2.126;1.339;30,1;0,19 ;1.122;1.071;54;2.247;1.422;31,7;0,20 ;2.191;2.079;103;4.373;2.761;30,9;0,19 
2023-10-22 15:00;1.189;1.069;66;2.324;1.452;29,7;0,20 ;1.224;1.116;50;2.390;1.487;31,0;0,21 ;2.413;2.185;116;4.714;2.939;30,4;0,21 
2023-10-22 16:00;1.506;1.187;66;2.759;1.649;29,2;0,23 ;1.274;1.076;63;2.413;1.476;31,8;0,21 ;2.780;2.263;129;5.172;3.126;30,5;0,22 
2023-10-22 17:00;1.650;1.112;66;2.828;1.610;29,3;0,23 ;1.355;1.054;64;2.473;1.476;32,0;0,21 ;3.005;2.166;130;5.301;3.086;30,6;0,22 
2023-10-22 18:00;1.854;1.153;65;3.072;1.701;28,6;0,24 ;1.332;1.060;41;2.433;1.446;33,5;0,20 ;3.186;2.213;106;5.505;3.147;31,0;0,22 
2023-10-22 19:00;2.032;1.154;65;3.251;1.747;28,3;0,25 ;1.432;892;36;2.360;1.297;32,5;0,18 ;3.464;2.046;101;5.611;3.043;30,4;0,21 
2023-10-22 20:00;2.155;1.188;52;3.395;1.794;27,7;0,25 ;1.445;928;42;2.415;1.344;32,7;0,19 ;3.600;2.116;94;5.810;3.138;30,2;0,22 
2023-10-22 21:00;2.188;1.125;57;3.370;1.746;27,8;0,25 ;1.313;856;34;2.203;1.228;33,9;0,17 ;3.501;1.981;91;5.573;2.975;30,8;0,21 
2023-10-22 22:00;2.301;876;34;3.211;1.495;29,1;0,21 ;1.230;583;22;1.835;919;38,2;0,13 ;3.531;1.459;56;5.046;2.415;33,7;0,17 
2023-10-22 23:00;1.527;461;28;2.016;879;33,0;0,12 ;858;416;9;1.283;642;41,4;0,09 ;2.385;877;37;3.299;1.521;37,2;0,11 
2023-10-23 00:00;1.012;294;26;1.332;581;35,4;0,08 ;450;271;11;732;398;45,0;0,06 ;1.462;565;37;2.064;979;40,2;0,07 
2023-10-23 01:00;755;237;29;1.021;463;36,3;0,07 ;277;209;25;511;311;48,0;0,04 ;1.032;446;54;1.532;774;41,9;0,05 
2023-10-23 02:00;392;147;35;574;291;36,7;0,04 ;139;127;13;279;179;47,6;0,03 ;531;274;48;853;469;41,8;0,03 
2023-10-23 03:00;237;218;29;484;315;39,2;0,04 ;85;277;13;375;315;46,1;0,04 ;322;495;42;859;630;42,5;0,04 
2023-10-23 04:00;342;208;37;587;342;40,0;0,05 ;146;250;14;410;305;47,8;0,04 ;488;458;51;997;646;43,8;0,05 
2023-10-23 05:00;1.123;433;71;1.627;806;40,6;0,11 ;413;389;72;874;586;48,9;0,08 ;1.536;822;143;2.501;1.392;44,7;0,10 
2023-10-23 06:00;2.465;934;175;3.574;1.778;35,8;0,25 ;1.292;666;69;2.027;1.079;42,7;0,15 ;3.757;1.600;244;5.601;2.856;39,2;0,20 
2023-10-23 07:00;3.323;1.058;209;4.590;2.160;33,2;0,30 ;2.926;889;89;3.904;1.736;33,4;0,24 ;6.249;1.947;298;8.494;3.897;33,3;0,27 
2023-10-23 08:00;3.500;1.004;149;4.653;2.073;32,0;0,29 ;3.088;962;109;4.159;1.876;34,9;0,26 ;6.588;1.966;258;8.812;3.948;33,5;0,28 
2023-10-23 09:00;2.623;1.094;122;3.839;1.908;30,9;0,27 ;2.268;921;85;3.274;1.599;33,9;0,23 ;4.891;2.015;207;7.113;3.507;32,4;0,25 
2023-10-23 10:00;2.158;1.066;89;3.313;1.721;31,3;0,24 ;1.808;1.000;69;2.877;1.542;33,9;0,22 ;3.966;2.066;158;6.190;3.263;32,6;0,23 
2023-10-23 11:00;2.041;1.091;82;3.214;1.708;31,0;0,24 ;1.826;1.040;58;2.924;1.572;33,2;0,22 ;3.867;2.131;140;6.138;3.280;32,1;0,23 
2023-10-23 12:00;1.824;1.107;81;3.012;1.668;30,7;0,23 ;1.722;1.151;60;2.933;1.660;31,5;0,23 ;3.546;2.258;141;5.945;3.328;31,1;0,23 
2023-10-23 13:00;1.983;1.196;86;3.265;1.804;29,7;0,25 ;1.733;1.117;78;2.928;1.652;30,3;0,23 ;3.716;2.313;164;6.193;3.455;30,0;0,24 
2023-10-23 14:00;1.821;1.128;83;3.032;1.691;30,2;0,24 ;1.608;1.066;120;2.794;1.624;15,8;0,23 ;3.429;2.194;203;5.826;3.315;23,1;0,23 
2023-10-23 15:00;1.886;1.120;94;3.100;1.714;31,0;0,24 ;1.938;1.028;104;3.070;1.648;28,2;0,23 ;3.824;2.148;198;6.170;3.361;29,6;0,24 
2023-10-23 16:00;2.230;922;69;3.221;1.569;31,3;0,22 ;2.810;1.004;113;3.927;1.853;22,3;0,26 ;5.040;1.926;182;7.148;3.423;26,9;0,24 
2023-10-23 17:00;3.262;1.066;80;4.408;1.986;31,1;0,28 ;2.806;928;142;3.876;1.814;18,9;0,26 ;6.068;1.994;222;8.284;3.800;25,1;0,27 
